code,code_name,ipoDate,outDate,type,status
sh.603218,日月股份,2016-12-28,,1,1
sh.603219,富佳股份,2021-11-22,,1,1
sh.603220,中贝通信,2018-11-15,,1,1
sh.603221,爱丽家居,2020-03-23,,1,1
sh.603222,济民健康,2015-02-17,,1,1
sh.603223,恒通股份,2015-06-30,,1,1
sh.603225,新凤鸣,2017-04-18,,1,1
sh.603226,菲林格尔,2017-06-15,,1,1
sh.603227,雪峰科技,2015-05-15,,1,1
sh.603228,景旺电子,2017-01-06,,1,1
sh.603229,奥翔药业,2017-05-09,,1,1
sh.603230,内蒙新华,2021-12-24,,1,1
sh.603231,索宝蛋白,2023-12-15,,1,1
sh.603232,格尔软件,2017-04-21,,1,1
sh.603233,大参林,2017-07-31,,1,1
sh.603235,天新药业,2022-07-12,,1,1
sh.603236,移远通信,2019-07-16,,1,1
sh.603237,五芳斋,2022-08-31,,1,1
sh.603238,诺邦股份,2017-02-22,,1,1
sh.603239,浙江仙通,2016-12-30,,1,1
sh.603255,鼎际得,2022-08-18,,1,1
sh.603256,宏和科技,2019-07-19,,1,1
sh.603258,电魂网络,2016-10-26,,1,1
sh.603259,药明康德,2018-05-08,,1,1
sh.603260,合盛硅业,2017-10-30,,1,1
sh.603261,立航科技,2022-03-15,,1,1
sh.603266,天龙股份,2017-01-10,,1,1
sh.603267,鸿远电子,2019-05-15,,1,1
sh.603268,松发股份,2015-03-19,,1,1
sh.603269,海鸥股份,2017-05-17,,1,1
sh.603270,金帝股份,2023-09-01,,1,1
sh.603271,永杰新材,2025-03-11,,1,1
sh.603272,联翔股份,2022-05-20,,1,1
sh.603273,天元智能,2023-10-23,,1,1
sh.603275,众辰科技,2023-08-23,,1,1
sh.603276,恒兴新材,2023-09-25,,1,1
sh.603277,银都股份,2017-09-11,,1,1
sh.603278,大业股份,2017-11-13,,1,1
sh.603279,景津装备,2019-07-29,,1,1
sh.603280,南方路机,2022-11-08,,1,1
sh.603281,江瀚新材,2023-01-31,,1,1
sh.603282,亚光股份,2023-03-15,,1,1
sh.603283,赛腾股份,2017-12-25,,1,1
sh.603285,键邦股份,2024-07-05,,1,1
sh.603286,日盈电子,2017-06-27,,1,1
sh.603288,海天味业,2014-02-11,,1,1
sh.603289,泰瑞机器,2017-10-31,,1,1
sh.603290,斯达半导,2020-02-04,,1,1
sh.603291,联合水务,2023-03-27,,1,1
sh.603296,华勤技术,2023-08-08,,1,1
sh.603297,永新光学,2018-09-10,,1,1
sh.603298,杭叉集团,2016-12-27,,1,1
sh.603299,苏盐井神,2015-12-31,,1,1
sh.603300,海南华铁,2015-05-29,,1,1
sh.603301,振德医疗,2018-04-12,,1,1
sh.603303,得邦照明,2017-03-30,,1,1
sh.603305,旭升集团,2017-07-10,,1,1
sh.603306,华懋科技,2014-09-26,,1,1
sh.603307,扬州金泉,2023-02-16,,1,1
sh.603308,应流股份,2014-01-22,,1,1
sh.603309,维力医疗,2015-03-02,,1,1
sh.603310,巍华新材,2024-08-14,,1,1
sh.603311,金海高科,2015-05-18,,1,1
sh.603312,西典新能,2024-01-11,,1,1
sh.603313,梦百合,2016-10-13,,1,1
sh.603315,福鞍股份,2015-04-24,,1,1
sh.603316,诚邦股份,2017-06-19,,1,1
sh.603317,天味食品,2019-04-16,,1,1
sh.603318,水发燃气,2015-04-24,,1,1
sh.603319,美湖股份,2016-11-30,,1,1
sh.603320,迪贝电气,2017-05-02,,1,1
sh.603321,梅轮电梯,2017-09-15,,1,1
sh.603322,超讯通信,2016-07-28,,1,1
sh.603323,苏农银行,2016-11-29,,1,1
sh.603324,盛剑科技,2021-04-07,,1,1
sh.603325,博隆技术,2024-01-10,,1,1
sh.603326,我乐家居,2017-06-16,,1,1
sh.603327,福蓉科技,2019-05-23,,1,1
sh.603328,依顿电子,2014-07-01,,1,1
sh.603329,上海雅仕,2017-12-29,,1,1
sh.603330,天洋新材,2017-02-13,,1,1
sh.603331,百达精工,2017-07-05,,1,1
sh.603332,苏州龙杰,2019-01-17,,1,1
sh.603333,尚纬股份,2012-05-07,,1,1
sh.603335,迪生力,2017-06-20,,1,1
sh.603336,宏辉果蔬,2016-11-24,,1,1
sh.603337,杰克股份,2017-01-19,,1,1
sh.603338,浙江鼎力,2015-03-25,,1,1
sh.603339,四方科技,2016-05-19,,1,1
sh.603341,龙旗科技,2024-03-01,,1,1
sh.603344,星德胜,2024-03-20,,1,1
sh.603345,安井食品,2017-02-22,,1,1
sh.603348,文灿股份,2018-04-26,,1,1
sh.603350,安乃达,2024-07-03,,1,1
sh.603351,威尔药业,2019-01-30,,1,1
sh.603353,和顺石油,2020-04-07,,1,1
sh.603355,莱克电气,2015-05-13,,1,1
sh.603356,华菱精工,2018-01-24,,1,1
sh.603357,设计总院,2017-08-01,,1,1
sh.603358,华达科技,2017-01-25,,1,1
sh.603359,东珠生态,2017-09-01,,1,1
sh.603360,百傲化学,2017-02-06,,1,1
sh.603363,*ST傲农,2017-09-26,,1,1
sh.603365,水星家纺,2017-11-20,,1,1
sh.603366,日出东方,2012-05-21,,1,1
sh.603367,辰欣药业,2017-09-29,,1,1
sh.603368,柳药集团,2014-12-04,,1,1
sh.603369,今世缘,2014-07-03,,1,1
sh.603373,安邦护卫,2023-12-20,,1,1
sh.603375,盛景微,2024-01-24,,1,1
sh.603377,ST东时,2016-02-05,,1,1
sh.603378,亚士创能,2017-09-28,,1,1
sh.603379,三美股份,2019-04-02,,1,1
sh.603380,易德龙,2017-06-22,,1,1
sh.603381,永臻股份,2024-06-26,,1,1
sh.603383,顶点软件,2017-05-22,,1,1
sh.603385,惠达卫浴,2017-04-05,,1,1
sh.603386,骏亚科技,2017-09-12,,1,1
sh.603387,基蛋生物,2017-07-17,,1,1
sh.603388,ST元成,2017-03-24,,1,1
sh.603389,亚振家居,2016-12-15,,1,1
sh.603390,通达电气,2019-11-25,,1,1
sh.603391,力聚热能,2024-07-31,,1,1
sh.603392,万泰生物,2020-04-29,,1,1
sh.603393,新天然气,2016-09-12,,1,1
sh.603395,红四方,2024-11-26,,1,1
sh.603396,金辰股份,2017-10-18,,1,1
sh.603398,沐邦高科,2015-12-09,,1,1
sh.603399,永杉锂业,2012-08-24,,1,1
sh.603408,建霖家居,2020-07-30,,1,1
sh.603409,汇通控股,2025-03-04,,1,1
sh.603416,信捷电气,2016-12-21,,1,1
sh.603421,鼎信通讯,2016-10-11,,1,1
sh.603429,集友股份,2017-01-24,,1,1
sh.603439,贵州三力,2020-04-28,,1,1
sh.603444,吉比特,2017-01-04,,1,1
sh.603456,九洲药业,2014-10-10,,1,1
sh.603458,勘设股份,2017-08-09,,1,1
sh.603466,风语筑,2017-10-20,,1,1
sh.603477,巨星农牧,2017-12-18,,1,1
sh.603486,科沃斯,2018-05-28,,1,1
sh.603488,展鹏科技,2017-05-16,,1,1
sh.603489,八方股份,2019-11-11,,1,1
sh.603496,恒为科技,2017-06-07,,1,1
sh.603499,翔港科技,2017-10-16,,1,1
sh.603500,祥和实业,2017-09-04,,1,1
sh.603501,韦尔股份,2017-05-04,,1,1
sh.603505,金石资源,2017-05-03,,1,1
sh.603506,南都物业,2018-02-01,,1,1
sh.603507,振江股份,2017-11-06,,1,1
sh.603508,思维列控,2015-12-24,,1,1
sh.603511,爱慕股份,2021-05-31,,1,1
sh.603515,欧普照明,2016-08-19,,1,1
sh.603516,淳中科技,2018-02-02,,1,1
sh.603517,绝味食品,2017-03-17,,1,1
sh.603518,锦泓集团,2014-12-03,,1,1
sh.603519,立霸股份,2015-03-19,,1,1
sh.603520,司太立,2016-03-09,,1,1
sh.603527,众源新材,2017-09-07,,1,1
sh.603528,多伦科技,2016-05-03,,1,1
sh.603529,爱玛科技,2021-06-15,,1,1
sh.603530,神马电力,2019-08-05,,1,1
sh.603533,掌阅科技,2017-09-21,,1,1
sh.603535,嘉诚国际,2017-08-08,,1,1
sh.603536,惠发食品,2017-06-13,,1,1
sh.603538,美诺华,2017-04-07,,1,1
sh.603551,奥普科技,2020-01-15,,1,1
sh.603555,ST贵人,2014-01-24,2024-03-29,1,0
sh.603556,海兴电力,2016-11-10,,1,1
sh.603557,ST起步,2017-08-18,,1,1
sh.603558,健盛集团,2015-01-27,,1,1
sh.603559,*ST通脉,2016-12-02,,1,1
sh.603565,中谷物流,2020-09-25,,1,1
sh.603566,普莱柯,2015-05-18,,1,1
sh.603567,珍宝岛,2015-04-24,,1,1
sh.603568,伟明环保,2015-05-28,,1,1
sh.603569,长久物流,2016-08-10,,1,1
sh.603577,汇金通,2016-12-22,,1,1
sh.603578,三星新材,2017-03-06,,1,1
sh.603579,荣泰健康,2017-01-11,,1,1
sh.603580,艾艾精工,2017-05-25,,1,1
sh.603583,捷昌驱动,2018-09-21,,1,1
sh.603585,苏利股份,2016-12-14,,1,1
sh.603586,金麒麟,2017-04-06,,1,1
sh.603587,地素时尚,2018-06-22,,1,1
sh.603588,高能环境,2014-12-29,,1,1
sh.603589,口子窖,2015-06-29,,1,1
sh.603590,康辰药业,2018-08-27,,1,1
sh.603595,东尼电子,2017-07-12,,1,1
sh.603596,伯特利,2018-04-27,,1,1
sh.603598,引力传媒,2015-05-27,,1,1
sh.603599,广信股份,2015-05-13,,1,1
sh.603600,永艺股份,2015-01-23,,1,1
sh.603601,再升科技,2015-01-22,,1,1
sh.603602,纵横通信,2017-08-10,,1,1
sh.603603,退市博天,2017-02-17,2024-04-25,1,0
sh.603605,珀莱雅,2017-11-15,,1,1
sh.603606,东方电缆,2014-10-15,,1,1
sh.603607,京华激光,2017-10-25,,1,1
sh.603608,*ST天创,2016-02-18,,1,1
sh.603609,禾丰股份,2014-08-08,,1,1
sh.603610,麒盛科技,2019-10-29,,1,1
sh.603611,诺力股份,2015-01-28,,1,1
sh.603612,索通发展,2017-07-18,,1,1
sh.603613,国联股份,2019-07-30,,1,1
sh.603615,茶花股份,2017-02-13,,1,1
sh.603616,韩建河山,2015-06-11,,1,1
sh.603617,君禾股份,2017-07-03,,1,1
sh.603618,杭电股份,2015-02-17,,1,1
sh.603619,中曼石油,2017-11-17,,1,1
sh.603626,科森科技,2017-02-09,,1,1
sh.603628,清源股份,2017-01-12,,1,1
sh.603629,利通电子,2018-12-24,,1,1
sh.603630,拉芳家化,2017-03-13,,1,1
sh.603633,徕木股份,2016-11-17,,1,1
sh.603636,南威软件,2014-12-30,,1,1
sh.603637,镇海股份,2017-02-08,,1,1
sh.603638,艾迪精密,2017-01-20,,1,1
sh.603639,海利尔,2017-01-12,,1,1
sh.603648,畅联股份,2017-09-13,,1,1
sh.603650,彤程新材,2018-06-27,,1,1
sh.603655,朗博科技,2017-12-29,,1,1
sh.603656,泰禾智能,2017-03-21,,1,1
sh.603657,春光科技,2018-07-30,,1,1
sh.603658,安图生物,2016-09-01,,1,1
sh.603659,璞泰来,2017-11-03,,1,1
sh.603660,苏州科达,2016-12-01,,1,1
sh.603661,恒林股份,2017-11-21,,1,1
sh.603662,柯力传感,2019-08-06,,1,1
sh.603663,三祥新材,2016-08-01,,1,1
sh.603665,康隆达,2017-03-13,,1,1
sh.603666,亿嘉和,2018-06-12,,1,1
sh.603667,五洲新春,2016-10-25,,1,1
sh.603668,天马科技,2017-01-17,,1,1
sh.603669,灵康药业,2015-05-28,,1,1
sh.603676,卫信康,2017-07-21,,1,1
sh.603677,奇精机械,2017-02-06,,1,1
sh.603678,火炬电子,2015-01-26,,1,1
sh.603679,华体科技,2017-06-21,,1,1
sh.603680,今创集团,2018-02-27,,1,1
sh.603681,永冠新材,2019-03-26,,1,1
sh.603682,锦和商管,2020-04-21,,1,1
sh.603683,晶华新材,2017-10-20,,1,1
sh.603685,晨丰科技,2017-11-27,,1,1
sh.603686,福龙马,2015-01-26,,1,1
sh.603687,大胜达,2019-07-26,,1,1
sh.603688,石英股份,2014-10-31,,1,1
sh.603689,皖天然气,2017-01-10,,1,1
sh.603690,至纯科技,2017-01-13,,1,1
sh.603693,江苏新能,2018-07-03,,1,1
sh.603696,安记食品,2015-12-09,,1,1
sh.603697,有友食品,2019-05-08,,1,1
sh.603698,航天工程,2015-01-28,,1,1
sh.603699,纽威股份,2014-01-17,,1,1
sh.603700,宁水集团,2019-01-22,,1,1
sh.603701,德宏股份,2016-04-12,,1,1
sh.603703,盛洋科技,2015-04-23,,1,1
sh.603706,东方环宇,2018-07-09,,1,1
sh.603707,健友股份,2017-07-19,,1,1
sh.603708,家家悦,2016-12-13,,1,1
sh.603709,中源家居,2018-02-08,,1,1
sh.603711,香飘飘,2017-11-30,,1,1
sh.603712,七一二,2018-02-26,,1,1
sh.603713,密尔克卫,2018-07-13,,1,1
sh.603716,塞力医疗,2016-10-31,,1,1
sh.603717,天域生物,2017-03-27,,1,1
sh.603718,海利生物,2015-05-15,,1,1
sh.603719,良品铺子,2020-02-24,,1,1
sh.603721,中广天择,2017-08-11,,1,1
sh.603722,阿科力,2017-10-25,,1,1
sh.603725,天安新材,2017-09-06,,1,1
sh.603726,朗迪集团,2016-04-21,,1,1
sh.603727,博迈科,2016-11-22,,1,1
sh.603728,鸣志电器,2017-05-09,,1,1
sh.603729,龙韵股份,2015-03-24,,1,1
sh.603730,岱美股份,2017-07-28,,1,1
sh.603733,仙鹤股份,2018-04-20,,1,1
sh.603737,三棵树,2016-06-03,,1,1
sh.603738,泰晶科技,2016-09-28,,1,1
sh.603739,蔚蓝生物,2019-01-16,,1,1
sh.603755,日辰股份,2019-08-28,,1,1
sh.603757,大元泵业,2017-07-11,,1,1
sh.603758,秦安股份,2017-05-17,,1,1
sh.603759,海天股份,2021-03-26,,1,1
sh.603766,隆鑫通用,2012-08-10,,1,1
sh.603767,中马传动,2017-06-13,,1,1
sh.603768,常青股份,2017-03-24,,1,1
sh.603773,沃格光电,2018-04-17,,1,1
sh.603776,永安行,2017-08-17,,1,1
sh.603777,来伊份,2016-10-12,,1,1
sh.603778,国晟科技,2015-12-31,,1,1
sh.603779,威龙股份,2016-05-16,,1,1
sh.603786,科博达,2019-10-15,,1,1
sh.603787,新日股份,2017-04-27,,1,1
sh.603788,宁波高发,2015-01-20,,1,1
sh.603789,星光农机,2015-04-27,,1,1
sh.603790,雅运股份,2018-09-12,,1,1
sh.603797,联泰环保,2017-04-13,,1,1
sh.603798,康普顿,2016-04-06,,1,1
sh.603799,华友钴业,2015-01-29,,1,1
sh.603800,洪田股份,2015-12-10,,1,1
sh.603801,志邦家居,2017-06-30,,1,1
sh.603803,瑞斯康达,2017-04-20,,1,1
sh.603806,福斯特,2014-09-05,,1,1
sh.603808,歌力思,2015-04-22,,1,1
sh.603809,豪能股份,2017-11-28,,1,1
sh.603810,丰山集团,2018-09-17,,1,1
sh.603811,诚意药业,2017-03-15,,1,1
sh.603813,原尚股份,2017-09-18,,1,1
sh.603815,交建股份,2019-10-21,,1,1
sh.603816,顾家家居,2016-10-14,,1,1
sh.603817,海峡环保,2017-02-20,,1,1
sh.603818,曲美家居,2015-04-22,,1,1
sh.603819,神力股份,2016-11-25,,1,1
sh.603822,嘉澳环保,2016-04-28,,1,1
sh.603823,百合花,2016-12-20,,1,1
sh.603825,华扬联众,2017-08-02,,1,1
sh.603826,坤彩科技,2017-04-14,,1,1
sh.603828,ST柯利达,2015-02-26,,1,1
sh.603829,洛凯股份,2017-10-17,,1,1
sh.603833,欧派家居,2017-03-28,,1,1
sh.603836,海程邦达,2021-05-26,,1,1
sh.603838,四通股份,2015-07-01,,1,1
sh.603839,安正时尚,2017-02-14,,1,1
sh.603843,正平股份,2016-09-05,,1,1
sh.603848,好太太,2017-12-01,,1,1
sh.603855,华荣股份,2017-05-24,,1,1
sh.603856,东宏股份,2017-11-06,,1,1
sh.603858,步长制药,2016-11-18,,1,1
sh.603859,能科科技,2016-10-21,,1,1
sh.603860,中公高科,2017-08-02,,1,1
sh.603861,白云电器,2016-03-22,,1,1
sh.603863,松炀资源,2019-06-21,,1,1
sh.603866,桃李面包,2015-12-22,,1,1
sh.603867,新化股份,2019-06-27,,1,1
sh.603868,飞科电器,2016-04-18,,1,1
sh.603869,ST智知,2015-03-26,,1,1
sh.603871,嘉友国际,2018-02-06,,1,1
sh.603876,鼎胜新材,2018-04-18,,1,1
sh.603877,太平鸟,2017-01-09,,1,1
sh.603878,武进不锈,2016-12-19,,1,1
sh.603879,ST永悦,2017-06-14,,1,1
sh.603880,南卫股份,2017-08-07,,1,1
sh.603881,数据港,2017-02-08,,1,1
sh.603882,金域医学,2017-09-08,,1,1
sh.603883,老百姓,2015-04-23,,1,1
sh.603885,吉祥航空,2015-05-27,,1,1
sh.603886,元祖股份,2016-12-28,,1,1
sh.603887,城地香江,2016-10-10,,1,1
sh.603888,新华网,2016-10-28,,1,1
sh.603889,新澳股份,2014-12-31,,1,1
sh.603890,春秋电子,2017-12-12,,1,1
sh.603893,瑞芯微,2020-02-07,,1,1
sh.603895,天永智能,2018-01-22,,1,1
sh.603896,寿仙谷,2017-05-10,,1,1
sh.603897,长城科技,2018-04-10,,1,1
sh.603898,好莱客,2015-02-17,,1,1
sh.603899,晨光股份,2015-01-27,,1,1
sh.603900,莱绅通灵,2016-11-23,,1,1
sh.603901,永创智能,2015-05-29,,1,1
sh.603903,中持股份,2017-03-14,,1,1
sh.603906,龙蟠科技,2017-04-10,,1,1
sh.603908,牧高笛,2017-03-07,,1,1
sh.603909,建发合诚,2016-06-28,,1,1
sh.603912,佳力图,2017-11-01,,1,1
sh.603915,国茂股份,2019-06-14,,1,1
sh.603916,苏博特,2017-11-10,,1,1
sh.603917,合力科技,2017-12-04,,1,1
sh.603918,金桥信息,2015-05-28,,1,1
sh.603919,金徽酒,2016-03-10,,1,1
sh.603920,世运电路,2017-04-26,,1,1
sh.603922,金鸿顺,2017-10-23,,1,1
sh.603926,铁流股份,2017-05-10,,1,1
sh.603927,中科软,2019-09-09,,1,1
sh.603928,兴业股份,2016-12-12,,1,1
sh.603929,亚翔集成,2016-12-30,,1,1
sh.603931,格林达,2020-08-19,,1,1
sh.603933,睿能科技,2017-07-06,,1,1
sh.603936,博敏电子,2015-12-09,,1,1
sh.603937,丽岛新材,2017-11-02,,1,1
sh.603938,三孚股份,2017-06-28,,1,1
sh.603939,益丰药房,2015-02-17,,1,1
sh.603948,建业股份,2020-03-02,,1,1
sh.603949,雪龙集团,2020-03-10,,1,1
sh.603950,长源东谷,2020-05-26,,1,1
sh.603955,大千生态,2017-03-10,,1,1
sh.603956,威派格,2019-02-22,,1,1
sh.603958,哈森股份,2016-06-29,,1,1
sh.603959,ST百利,2016-05-17,,1,1
sh.603960,克来机电,2017-03-14,,1,1
sh.603963,*ST大药,2017-09-22,2025-03-21,1,0
sh.603966,法兰泰克,2017-01-25,,1,1
sh.603967,中创物流,2019-04-29,,1,1
sh.603968,醋化股份,2015-05-18,,1,1
sh.603969,银龙股份,2015-02-27,,1,1
sh.603970,中农立华,2017-11-16,,1,1
sh.603976,正川股份,2017-08-22,,1,1
sh.603977,国泰集团,2016-11-11,,1,1
sh.603978,深圳新星,2017-08-07,,1,1
sh.603979,金诚信,2015-06-30,,1,1
sh.603980,吉华集团,2017-06-15,,1,1
sh.603982,泉峰汽车,2019-05-22,,1,1
sh.603983,丸美生物,2019-07-25,,1,1
sh.603985,恒润股份,2017-05-05,,1,1
sh.603986,兆易创新,2016-08-18,,1,1
sh.603987,康德莱,2016-11-21,,1,1
sh.603988,中电电机,2014-11-04,,1,1
sh.603989,艾华集团,2015-05-15,,1,1
sh.603990,麦迪科技,2016-12-08,,1,1
sh.603991,至正股份,2017-03-08,,1,1
sh.603992,松霖科技,2019-08-26,,1,1
sh.603993,洛阳钼业,2012-10-09,,1,1
sh.603995,甬金股份,2019-12-24,,1,1
sh.603996,退市中新,2015-12-22,2022-05-24,1,0
sh.603997,继峰股份,2015-03-02,,1,1
sh.603998,方盛制药,2014-12-05,,1,1
sh.603999,读者传媒,2015-12-10,,1,1
sh.605001,威奥股份,2020-05-22,,1,1
sh.605003,众望布艺,2020-09-08,,1,1
sh.605005,合兴股份,2021-01-19,,1,1
sh.605006,山东玻纤,2020-09-03,,1,1
sh.605007,五洲特纸,2020-11-10,,1,1
sh.605008,长鸿高科,2020-08-21,,1,1
sh.605009,豪悦护理,2020-09-11,,1,1
sh.605011,杭州热电,2021-06-30,,1,1
sh.605016,百龙创园,2021-04-21,,1,1
sh.605018,长华集团,2020-09-29,,1,1
sh.605020,永和股份,2021-07-09,,1,1
sh.605028,世茂能源,2021-07-12,,1,1
sh.605033,美邦股份,2021-09-16,,1,1
sh.605050,福然德,2020-09-24,,1,1
sh.605055,迎丰股份,2021-01-29,,1,1
sh.605056,咸亨国际,2021-07-20,,1,1
sh.605058,澳弘电子,2020-10-21,,1,1
sh.605060,联德股份,2021-03-01,,1,1
sh.605066,天正电气,2020-08-07,,1,1
sh.605068,明新旭腾,2020-11-23,,1,1
sh.605069,正和生态,2021-08-16,,1,1
sh.605077,华康股份,2021-02-09,,1,1
sh.605080,浙江自然,2021-05-06,,1,1
sh.605081,太和水,2021-02-09,,1,1
sh.605086,龙高股份,2021-04-16,,1,1
sh.605088,冠盛股份,2020-08-17,,1,1
sh.605089,味知香,2021-04-27,,1,1
sh.605090,九丰能源,2021-05-25,,1,1
sh.605098,行动教育,2021-04-21,,1,1
sh.605099,共创草坪,2020-09-30,,1,1
sh.605100,华丰股份,2020-08-11,,1,1
sh.605108,同庆楼,2020-07-16,,1,1
sh.605111,新洁能,2020-09-28,,1,1
sh.605116,奥锐特,2020-09-21,,1,1
sh.605117,德业股份,2021-04-20,,1,1
sh.605118,力鼎光电,2020-07-30,,1,1
sh.605122,四方新材,2021-03-10,,1,1
sh.605123,派克新材,2020-08-25,,1,1
sh.605128,上海沿浦,2020-09-15,,1,1
sh.605133,嵘泰股份,2021-02-24,,1,1
sh.605136,丽人丽妆,2020-09-29,,1,1
sh.605138,盛泰集团,2021-10-27,,1,1
sh.605151,西上海,2020-12-15,,1,1
sh.605155,西大门,2020-12-31,,1,1
sh.605158,华达新材,2020-08-05,,1,1
sh.605162,新中港,2021-07-07,,1,1
sh.605166,聚合顺,2020-06-18,,1,1
sh.605167,利柏特,2021-07-26,,1,1
sh.605168,三人行,2020-05-28,,1,1
sh.605169,洪通燃气,2020-10-30,,1,1
sh.605177,东亚药业,2020-11-25,,1,1
sh.605178,时空科技,2020-08-21,,1,1
sh.605179,一鸣食品,2020-12-28,,1,1
sh.605180,华生科技,2021-04-30,,1,1
sh.605183,确成股份,2020-12-07,,1,1
sh.605186,健麾信息,2020-12-22,,1,1
sh.605188,国光连锁,2020-07-28,,1,1
sh.605189,富春染织,2021-05-28,,1,1
sh.605196,华通线缆,2021-05-11,,1,1
sh.605198,安德利,2020-09-18,,1,1
sh.605199,葫芦娃,2020-07-10,,1,1
sh.605208,永茂泰,2021-03-08,,1,1
sh.605218,伟时电子,2020-09-28,,1,1
sh.605222,起帆电缆,2020-07-31,,1,1
sh.605228,神通科技,2021-01-20,,1,1
sh.605255,天普股份,2020-08-25,,1,1
sh.605258,协和电子,2020-12-03,,1,1
sh.605259,绿田机械,2021-06-15,,1,1
sh.605266,健之佳,2020-12-01,,1,1
sh.605268,王力安防,2021-02-24,,1,1
sh.605277,新亚电子,2021-01-06,,1,1
sh.605286,同力日升,2021-03-22,,1,1
sh.605287,德才股份,2021-07-06,,1,1
sh.605288,凯迪股份,2020-06-01,,1,1
sh.605289,罗曼股份,2021-04-26,,1,1
sh.605296,神农集团,2021-05-28,,1,1
sh.605298,必得科技,2021-03-01,,1,1
sh.605299,舒华体育,2020-12-15,,1,1
sh.605300,佳禾食品,2021-04-30,,1,1
sh.605303,园林股份,2021-03-01,,1,1
sh.605305,中际联合,2021-05-06,,1,1
sh.605318,法狮龙,2020-08-03,,1,1
sh.605319,无锡振华,2021-06-07,,1,1
sh.605333,沪光股份,2020-08-18,,1,1
sh.605336,帅丰电器,2020-10-19,,1,1
sh.605337,李子园,2021-02-08,,1,1
sh.605338,巴比食品,2020-10-12,,1,1
sh.605339,南侨食品,2021-05-18,,1,1
sh.605358,立昂微,2020-09-11,,1,1
sh.605365,立达信,2021-07-20,,1,1
sh.605366,宏柏新材,2020-08-12,,1,1
sh.605368,蓝天燃气,2021-01-29,,1,1
sh.605369,拱东医疗,2020-09-16,,1,1
sh.605376,博迁新材,2020-12-08,,1,1
sh.605377,华旺科技,2020-12-28,,1,1
sh.605378,野马电池,2021-04-12,,1,1
sh.605388,均瑶健康,2020-08-18,,1,1
sh.605389,长龄液压,2021-03-22,,1,1
sh.605398,新炬网络,2021-01-21,,1,1
sh.605399,晨光新材,2020-08-04,,1,1
sh.605488,福莱新材,2021-05-13,,1,1
sh.605499,东鹏饮料,2021-05-27,,1,1
sh.605500,森林包装,2020-12-22,,1,1
sh.605507,国邦医药,2021-08-02,,1,1
sh.605555,德昌股份,2021-10-21,,1,1
sh.605566,福莱蒽特,2021-10-25,,1,1
sh.605567,春雪食品,2021-10-13,,1,1
sh.605577,龙版传媒,2021-08-24,,1,1
sh.605580,恒盛能源,2021-08-19,,1,1
sh.605588,冠石科技,2021-08-12,,1,1
sh.605589,圣泉集团,2021-08-10,,1,1
sh.605598,上海港湾,2021-09-17,,1,1
sh.605599,菜百股份,2021-09-09,,1,1
sh.688001,华兴源创,2019-07-22,,1,1
sh.688002,睿创微纳,2019-07-22,,1,1
sh.688003,天准科技,2019-07-22,,1,1
sh.688004,博汇科技,2020-06-12,,1,1
sh.688005,容百科技,2019-07-22,,1,1
sh.688006,杭可科技,2019-07-22,,1,1
sh.688007,光峰科技,2019-07-22,,1,1
sh.688008,澜起科技,2019-07-22,,1,1
sh.688009,中国通号,2019-07-22,,1,1
sh.688010,福光股份,2019-07-22,,1,1
sh.688011,新光光电,2019-07-22,,1,1
sh.688012,中微公司,2019-07-22,,1,1
sh.688013,天臣医疗,2020-09-28,,1,1
sh.688015,交控科技,2019-07-22,,1,1
sh.688016,心脉医疗,2019-07-22,,1,1
sh.688017,绿的谐波,2020-08-28,,1,1
sh.688018,乐鑫科技,2019-07-22,,1,1
sh.688019,安集科技,2019-07-22,,1,1
sh.688020,方邦股份,2019-07-22,,1,1
sh.688021,奥福环保,2019-11-06,,1,1
sh.688022,瀚川智能,2019-07-22,,1,1
sh.688023,安恒信息,2019-11-05,,1,1
sh.688025,杰普特,2019-10-31,,1,1
sh.688026,洁特生物,2020-01-22,,1,1
sh.688027,国盾量子,2020-07-09,,1,1
sh.688028,沃尔德,2019-07-22,,1,1
sh.688029,南微医学,2019-07-22,,1,1
sh.688030,山石网科,2019-09-30,,1,1
sh.688031,星环科技,2022-10-18,,1,1
sh.688032,禾迈股份,2021-12-20,,1,1
sh.688033,天宜上佳,2019-07-22,,1,1
sh.688035,德邦科技,2022-09-19,,1,1
sh.688036,传音控股,2019-09-30,,1,1
sh.688037,芯源微,2019-12-16,,1,1
sh.688038,中科通达,2021-07-13,,1,1
sh.688039,当虹科技,2019-12-11,,1,1
sh.688041,海光信息,2022-08-12,,1,1
sh.688045,必易微,2022-05-26,,1,1
sh.688046,药康生物,2022-04-25,,1,1
sh.688047,龙芯中科,2022-06-24,,1,1
sh.688048,长光华芯,2022-04-01,,1,1
sh.688049,炬芯科技,2021-11-29,,1,1
sh.688050,爱博医疗,2020-07-29,,1,1
sh.688051,佳华科技,2020-03-20,,1,1
sh.688052,纳芯微,2022-04-22,,1,1
sh.688053,思科瑞,2022-07-08,,1,1
sh.688055,龙腾光电,2020-08-17,,1,1
sh.688056,莱伯泰科,2020-09-02,,1,1
sh.688057,金达莱,2020-11-11,,1,1
sh.688058,宝兰德,2019-11-01,,1,1
sh.688059,华锐精密,2021-02-08,,1,1
sh.688060,云涌科技,2020-07-10,,1,1
sh.688061,灿瑞科技,2022-10-18,,1,1
sh.688062,迈威生物,2022-01-18,,1,1
